Iteration	CPUTime	PhysTime	Travels	Value	AvValue	MinValue	MaxValue	Delta	Criteria	PrevAvRefValue	Progress	CriteriaType	CriteriaVarType	CriteriaPercentage
57	7	0	1.425	0	0	0	0	0	5e-06	0	100	0	0	3
58	7	0	1.45	0	0	0	0	0	5e-06	0	100	0	0	3
59	7	0	1.475	0	0	0	0	0	5e-06	0	100	0	0	3
60	7	0	1.5	0	0	0	0	0	5e-06	0	100	0	0	3
61	7	0	1.525	0	0	0	0	0	5e-06	0	100	0	0	3
62	7	0	1.55	0	0	0	0	0	5e-06	0	100	0	0	3
63	7	0	1.575	0	0	0	0	0	5e-06	0	100	0	0	3
64	7	0	1.6	0	0	0	0	0	5e-06	0	100	0	0	3
65	8	0	1.625	0	0	0	0	0	5e-06	0	100	0	0	3
66	8	0	1.65	0	0	0	0	0	5e-06	0	100	0	0	3
67	8	0	1.675	0	0	0	0	0	5e-06	0	100	0	0	3
68	8	0	1.7	0	0	0	0	0	5e-06	0	100	0	0	3
69	8	0	1.725	0	0	0	0	0	5e-06	0	100	0	0	3
70	8	0	1.75	0	0	0	0	0	5e-06	0	100	0	0	3
71	8	0	1.775	0	0	0	0	0	5e-06	0	100	0	0	3
72	8	0	1.8	0	0	0	0	0	5e-06	0	100	0	0	3
73	8	0	1.825	0	0	0	0	0	5e-06	0	100	0	0	3
74	8	0	1.85	0	0	0	0	0	5e-06	0	100	0	0	3
75	9	0	1.875	0	0	0	0	0	5e-06	0	100	0	0	3
76	9	0	1.9	0	0	0	0	0	5e-06	0	100	0	0	3
77	9	0	1.925	0	0	0	0	0	5e-06	0	100	0	0	3
78	9	0	1.95	0	0	0	0	0	5e-06	0	100	0	0	3
79	9	0	1.975	0	0	0	0	0	5e-06	0	100	0	0	3
80	9	0	2	0	0	0	0	0	5e-06	0	100	0	0	3
81	9	0	2.025	0	0	0	0	0	5e-06	0	100	0	0	3
82	9	0	2.05	0	0	0	0	0	5e-06	0	100	0	0	3
83	9	0	2.075	0	0	0	0	0	5e-06	0	100	0	0	3
84	9	0	2.1	0	0	0	0	0	5e-06	0	100	0	0	3
85	10	0	2.125	0	0	0	0	0	5e-06	0	100	0	0	3
86	10	0	2.15	0	0	0	0	0	5e-06	0	100	0	0	3
87	10	0	2.175	0	0	0	0	0	5e-06	0	100	0	0	3
88	10	0	2.2	0	0	0	0	0	5e-06	0	100	0	0	3
89	10	0	2.225	0	0	0	0	0	5e-06	0	100	0	0	3
90	10	0	2.25	0	0	0	0	0	5e-06	0	100	0	0	3
91	10	0	2.275	0	0	0	0	0	5e-06	0	100	0	0	3
92	10	0	2.3	0	0	0	0	0	5e-06	0	100	0	0	3
93	10	0	2.325	0	0	0	0	0	5e-06	0	100	0	0	3
94	10	0	2.35	0	0	0	0	0	5e-06	0	100	0	0	3
95	11	0	2.375	0	0	0	0	0	5e-06	0	100	0	0	3
96	11	0	2.4	0	0	0	0	0	5e-06	0	100	0	0	3
97	11	0	2.425	0	0	0	0	0	5e-06	0	100	0	0	3
98	11	0	2.45	0	0	0	0	0	5e-06	0	100	0	0	3
99	11	0	2.475	0	0	0	0	0	5e-06	0	100	0	0	3
100	11	0	2.5	0	0	0	0	0	5e-06	0	100	0	0	3
101	11	0	2.525	0	0	0	0	0	5e-06	0	100	0	0	3
102	11	0	2.55	0	0	0	0	0	5e-06	0	100	0	0	3
103	12	0	2.575	0	0	0	0	0	5e-06	0	100	0	0	3
104	12	0	2.6	0	0	0	0	0	5e-06	0	100	0	0	3
105	12	0	2.625	0	0	0	0	0	5e-06	0	100	0	0	3
106	12	0	2.65	0	0	0	0	0	5e-06	0	100	0	0	3
107	12	0	2.675	0	0	0	0	0	5e-06	0	100	0	0	3
108	12	0	2.7	0	0	0	0	0	5e-06	0	100	0	0	3
109	12	0	2.725	0	0	0	0	0	5e-06	0	100	0	0	3
110	12	0	2.75	0	0	0	0	0	5e-06	0	100	0	0	3
111	12	0	2.775	0	0	0	0	0	5e-06	0	100	0	0	3
112	12	0	2.8	0	0	0	0	0	5e-06	0	100	0	0	3
113	13	0	2.825	0	0	0	0	0	5e-06	0	100	0	0	3
114	13	0	2.85	0	0	0	0	0	5e-06	0	100	0	0	3
115	13	0	2.875	0	0	0	0	0	5e-06	0	100	0	0	3
116	13	0	2.9	0	0	0	0	0	5e-06	0	100	0	0	3
117	13	0	2.925	0	0	0	0	0	5e-06	0	100	0	0	3
118	13	0	2.95	0	0	0	0	0	5e-06	0	100	0	0	3
119	13	0	2.975	0	0	0	0	0	5e-06	0	100	0	0	3
120	13	0	3	0	0	0	0	0	5e-06	0	100	0	0	3
121	13	0	3.025	0	0	0	0	0	5e-06	0	100	0	0	3
122	14	0	3.05	0	0	0	0	0	5e-06	0	100	0	0	3
123	14	0	3.075	0	0	0	0	0	5e-06	0	100	0	0	3
124	14	0	3.1	0	0	0	0	0	5e-06	0	100	0	0	3
125	14	0	3.125	0	0	0	0	0	5e-06	0	100	0	0	3
126	14	0	3.15	0	0	0	0	0	5e-06	0	100	0	0	3
127	14	0	3.175	0	0	0	0	0	5e-06	0	100	0	0	3
128	14	0	3.2	0	0	0	0	0	5e-06	0	100	0	0	3
129	14	0	3.225	0	0	0	0	0	5e-06	0	100	0	0	3
130	14	0	3.25	0	0	0	0	0	5e-06	0	100	0	0	3
131	15	0	3.275	0	0	0	0	0	5e-06	0	100	0	0	3
132	15	0	3.3	0	0	0	0	0	5e-06	0	100	0	0	3
133	15	0	3.325	0	0	0	0	0	5e-06	0	100	0	0	3
134	15	0	3.35	0	0	0	0	0	5e-06	0	100	0	0	3
135	15	0	3.375	0	0	0	0	0	5e-06	0	100	0	0	3
136	15	0	3.4	0	0	0	0	0	5e-06	0	100	0	0	3
137	15	0	3.425	0	0	0	0	0	5e-06	0	100	0	0	3
138	15	0	3.45	0	0	0	0	0	5e-06	0	100	0	0	3
139	15	0	3.475	0	0	0	0	0	5e-06	0	100	0	0	3
140	16	0	3.5	0	0	0	0	0	5e-06	0	100	0	0	3
141	16	0	3.525	0	0	0	0	0	5e-06	0	100	0	0	3
142	16	0	3.55	0	0	0	0	0	5e-06	0	100	0	0	3
143	16	0	3.575	0	0	0	0	0	5e-06	0	100	0	0	3
144	16	0	3.6	0	0	0	0	0	5e-06	0	100	0	0	3
145	16	0	3.625	0	0	0	0	0	5e-06	0	100	0	0	3
146	16	0	3.65	0	0	0	0	0	5e-06	0	100	0	0	3
147	16	0	3.675	0	0	0	0	0	5e-06	0	100	0	0	3
148	16	0	3.7	0	0	0	0	0	5e-06	0	100	0	0	3
149	17	0	3.725	0	0	0	0	0	5e-06	0	100	0	0	3
150	17	0	3.75	0	0	0	0	0	5e-06	0	100	0	0	3
151	17	0	3.775	0	0	0	0	0	5e-06	0	100	0	0	3
152	17	0	3.8	0	0	0	0	0	5e-06	0	100	0	0	3
153	17	0	3.825	0	0	0	0	0	5e-06	0	100	0	0	3
154	17	0	3.85	0	0	0	0	0	5e-06	0	100	0	0	3
155	17	0	3.875	0	0	0	0	0	5e-06	0	100	0	0	3
156	17	0	3.9	0	0	0	0	0	5e-06	0	100	0	0	3
157	17	0	3.925	0	0	0	0	0	5e-06	0	100	0	0	3
158	18	0	3.95	0	0	0	0	0	5e-06	0	100	0	0	3
159	18	0	3.975	0	0	0	0	0	5e-06	0	100	0	0	3
160	18	0	4	0	0	0	0	0	5e-06	0	100	0	0	3
